Anmeldedatum;Abgabedatum;JahrAkademisch;Art;Grad;Sprache;Titel;Abstract
13.12.18;13.05.19;2019;extern;Bachelor;DE;Extraktion, Aufbereitung und Darstellung immobilienwertrelevanter Informationen aus Baugenehmigungen.<br>Teil 2: Konzeption und Entwicklung einer Applikation zur Visualisierung auf einer digitalen Karte;Das Ziel der Arbeit ist es, Personen, welche an Immobilien oder Grundstücken interessiert sind, eine Möglichkeit zu bieten, eventuelle - durch Umgestaltungen im Umfeld bedingte - Wertänderungen von Immobilien bzw. Grundstücken leichter zugänglich zu machen.<br><br>Hierfür werden als Beispieldaten Amtsblätter von fünf ausgewählten Städten betrachtet und die darin befindlichen Baugenehmigungen genutzt.<br><br>In einer parallel entstehenden Bachelorarbeit werden die Inhalte der Baugenehmigungen mithilfe von Text-Mining-Methoden aufbereitet und immobilienwertrelevante Informationen extrahiert.<br><br>Diese immobilienwertrelevanten Informationen werden im Rahmen dieser Arbeit in einer für den Endbenutzer gut zugänglichen, strukturierten Form auf einer digitalen Karte visualisiert.<br><br>Dafür wird zunächst ein Darstellungskonzept entworfen, mithilfe dessen der Prototyp entwickelt werden kann. Zur Qualitätssicherung und Planung der Weiterentwicklung wird neben internen Komponenten- und Integrationstests auch ein externer Benutzertest unter einer Zahl von Mitarbeitern der Immowelt AG durchgeführt.
21.12.18;20.05.19;2019;extern;Bachelor;DE;Optimale Lagerplatzvergabe: Generierung von endlichen Automaten zur Unterstützung der performanten Suche bei der Dematic GmbH;Die Suche nach dem optimalen Lagerplatz ist eine elementare Aufgabe bei der Ein- und Auslagerung von Gütern in einem Warenlager. Damit der Zugriff auf die Güter eines Lagers möglichst effizient ist, werden endliche Automaten verwendet. Im eigenentwickelten Lagerverwaltungssystem der Dematic GmbH werden die endlichen Automaten manuell erstellt. Ziel der Arbeit ist die Ablösung der bisherigen manuellen Vorgehensweise zur Erstellung von endlichen Automaten durch einen Algorithmus. Die Phasen zur Entwicklung der Anwendung umfassen die Analyse, Konzeption, Umsetzung und die anschließende Bewertung der Ergebnisse.<br>Der Algorithmus für die Erstellung von endlichen Automaten wird sukzessiv in Form von Prototypen implementiert. Nach jedem Prototyp ergibt sich eine ablauffähige Anwendung, die einen Teil der Funktionalitäten wiederspiegeln. Im Rahmen der Konzeption werden für jeden der entworfenen Prototypen bestimmte Funktionen geplant. Die Phase Umsetzung umfasst die Implementierung des entsprechenden Programmcodes sowie die erforderliche Testaktivitäten. Nach jedem Prototyp werden die Ergebnisse des Algorithmus bewertet. Der in dieser Arbeit realisierte Generator kann verschiedene endliche Automaten mit unterschiedlich großen Ladeeinheiten erstellen.<br>
15.01.19;15.06.19;2019;extern;Bachelor;DE;Konzeption und Implementierung einer Schnittstelle zur automatischen Erkennung von Fehlermustern und deren Bereinigung bei der Siemens AG;Diese Arbeit behandelt ein Innovationsprojekt zur Erstellung von MIMIR im<br>Auftrag der Siemens AG. Das Ziel dieser Arbeit ist es, eine Schnittstelle von<br>THOR zu Splunk herzustellen, die es Support Mitarbeitern und weiteren<br>interessierten Nutzern erlaubt Suchpattern zu erstellen. Mit den Suchpattern<br>sollen Support Mitarbeiter durch automatisierte Behebung bestimmter Fehler<br>entlastet werden. Außerdem sollen für diese Suchpattern Analysen bereitge-<br>stellt werden, die die Fehlerhäufigkeit pro Zeiteinheit zeigen.<br>Um die Wünsche der Nutzer einzufangen, sind moderierte Interviews mit Key<br>Usern aus verschiedenen Bereichen veranstaltet worden. In diesen Interviews<br>konnten die Nutzer in einem gewissen, durch den Moderator gegebenen<br>Rahmen, User Stories erstellen. Auf Basis dieser User Stories wurde eine<br>Benutzerschnittstelle in Form einer Webanwendung, sowie Prozesse erstellt,<br>die das Programm mit den gewünschten Funktionen ausstatten.<br>Bei der Entwicklung der Schnittstelle zeigten sich Beschränkungen bei der<br>Abfrage in Splunk. Dem wurde in großen Teilen durch Umstrukturierung der<br>Architektur entgegengewirkt, jedoch war dies in einzelnen Punkten im zeitli-<br>chen Rahmen nicht möglich, wodurch die Produktivstellung der Anwendung<br>nicht erfolgt ist.<br>Im Rahmen dieser Bachelorarbeit wurde ein solides Grundgerüst erstellt, das<br>den Wünschen der Nutzer entspricht und nach Beseitigung der Beschränkun-<br>gen in der Siemens AG verwendet werden kann.
17.01.19;18.09.19;2019;intern;Master;DE;Gestaltungsoptionen für die IT-Governance und IT-Portfoliomanagement an Hochschulen;Die IT-Governance ist heutzutage ein zentraler Bestandteil der Corporate Governance, welche der Sicherstellung des effektiven Gebrauchs von IT zur Unterstützung der Unternehmensstrategie dient. Da die IT in den letzten Jahren auch an Bedeutung an Hochschulen gewonnen hat, werden große Anstrengungen unternommen, auch hierfür effektivere Entscheidungsstrukturen zu entwickeln. <br>Ziel der Arbeit ist es, Möglichkeiten zur Modellierung geeigneter IT-Governance-Strukturen aufzuzeigen und unter Beachtung ihrer Eignung für Hochschulen zu analysieren. Um diese Zielsetzung zu erfüllen, wurden bezüglich der Gestaltungsoptionen die IT-Governance-Literatur und -Studien ausgewertet sowie aktuelle Praktiken an Hochschulen untersucht, um auf diese Weise best practices ableiten zu können. <br>Als zentrale Ergebnisse der Arbeit zeigten sich, dass eine stärkere Einbindung des CIOs in die Entscheidungsstrukturen, sowie dessen Etablierung als zentraler Ansprechpartner für IT-Belange an der Hochschule empfehlenswert sind. Auch sind best practices aus IT-Governance-Frameworks wie ITIL hilfreich für effektivere Prozesse zur Entscheidungsfindung.
28.01.19;27.06.19;2019;extern;Bachelor;DE;Evaluation und Technologievergleich der Container-Orchestrierungstools Docker-Swarm, Kubernetes und Pivotal-Container-Services zur Skalierung des zentralen Buildsystems Jenkins;In der Abschlussarbeit gilt es zu untersuchen, welches Container-Orchestrierungstool sich für das horizontale Skalieren des Open-Source Buildsystems Jenkins am besten eignet. Die zur Auswahl stehenden Tools sind Docker-Swarm, Kubernetes und Pivotal Container Services. Um zu evaluieren, welche Technologie sich für die Datev eG am Besten eignet, wird ein Technologievergleich zwischen Docker-Swarm, Kubernetes und Pivotal Container Service durchgeführt. Hauptmerk wird dabei auf die Wartbarkeit und Administrierbarkeit gelegt. Zur Evaluation wird der Betrieb des Jenkins-Masters innerhalb eines Docker-Swarm Cluster und Kubernetes Cluster prototypisch umgesetzt.
31.01.19;30.06.19;2019;intern;Bachelor;DE;Konzeption und prototypische Implementierung eines Chatbots für die Themen W-LAN und VPN an einer Hochschule;Zu Beginn eines jeden Semesters treffen bei der IT-Support-Organisation mehrere Anfragen bezüglich Schwierigkeiten bei der Einrichtung einer Hochschulnetzwerkverbindung ein. Dabei handelt es sich überwiegend um wiederkehrende Fragen, die mithilfe eines digitalen Assistenten unterstützend sowie vollautomatisiert beantwortet werden können. Die Herausforderungen liegen in der dynamischen Vermittlung von explizitem Wissen sowie in der autonomen Erfassung von relevanten Systeminformationen des Nutzers bzw. der Nutzerin. Im Rahmen der vorliegenden Arbeit wurde eine mögliche Dialogstruktur für den Bereich WLAN und VPN realisiert. Ein mündliches Experteninterview diente der Analyse und der Konzeption. Das resultierende Konversationsmodell wurde prototypisch umgesetzt. Anschließend wurde zur Verifizierung eine quantitative Online-Befragung mit den Mitarbeitern des Support-Teams durchgeführt. Das Resultat der Beobachtung gibt Auskunft darüber, ob der Einsatz von Chatbots an der Hochschule tendenziell erfolgen kann.
31.01.19;28.06.19;2019;intern;Bachelor;DE;Entwicklung eines kontextbezogenen Wortvorschlagssystems unter Einsatz von Machine Learning;Das Ziel der Arbeit ist die Entwicklung eines kontextbezogenen Wortvorschlagssys-tems. Dieses soll anders als herkömmliche Tastaturen Informationen, wie den derzeitigen Gesprächspartner, die Uhrzeit sowie den Standort in die Wortvorschläge mit einbezie-hen. Für die Entwicklung werden zunächst vier bestehende Wortvorschlagssysteme ver-glichen und das geeignetste für den Anwendungsfall ausgewählt. Das ausgewählte Ver-fahren wird anschließend um kontextbezogene Informationen erweitert. Späterer Ein-satzzweck des Systems ist eine App, die Menschen mit einer Sprachbehinderung die Kommunikation erleichtern soll. 
11.02.19;11.07.19;2019;intern;Bachelor;DE;Verarbeitung von Projektaktivitätsdaten aus SW-Entwicklungsprozessen;Die Aufgabenstellung dieser Arbeit besteht darin, ein Auswertungssystem zu entwickeln, welches in der Lage ist, Projektaktivitätsdaten eines Projektmanagementsystem zu exportieren und diese in einer eigenen Datenhaltung zu speichern. Diese Daten werden anschließend ausgewertet und für den Benutzer visualisiert. Grundsätzlich soll die betriebswirtschaftliche Problematik der fehlenden Transparenz untersucht und die daraus resultierenden Anforderungen in einer Anforderungsanalyse dokumentiert werden. Die Datengrundlage der Projektaktivitätsdaten wird zudem auf ihre Aussagekraft überprüft wobei zu den Eingabedaten kritisch Stellung genommen wird. Da die Auswertung personenbezogene Daten beinhalten könnte, bedarf es ebenfalls einer Datenschutzprüfung. Nach dieser Prüfung wird das Auswertungssystem zunächst in einem Fachkonzept festgehalten und im Anschluss erfolgt eine ausführliche Abhandlung über die Bereitstellung der Datenhistorie des Team Foundation Servers. Nach einer detaillierten Beschreibung des Fachkonzeptes, soll die konkrete Umsetzung in ein IT-Konzept aufgezeigt werden. In einem letzten Schritt folgt die Evaluation des Auswertungssystems durch Mitarbeiter, um Nutzen, Umsetzbarkeit und Transparenz zu überprüfen.
11.02.19;29.07.19;2019;intern;Master;DE;Kompetenzentwicklung in MINT-Berufen - Ermittlung zukünftig notwendiger Kompetenzen mittels Machine Learning;Bei Bewerbungen auf verschiedene MINT-Berufe ist oft unklar, welche Kompetenzen für die Ausübung des jeweiligen Berufs erforderlich sind. Des Weiteren werden bei auf sich ähnelnden Positionen teilweise unterschiedliche Kompetenzen erwartet. Auch im Laufe der Zeit ändern sich die Erwartungshaltungen an einen Beruf. Daher stellt sich die Frage, welche Kompetenzen in Zukunft an MINT-Berufe gestellt werden könnten.<br>In Stellenbeschreibungen von Jobbörsen werden Kompetenzen beschrieben, die von Bewerbern erwartet werden. Aus alten Datensätzen von Stellenbeschreibungen lassen sich darüber hinaus Erwartungen extrahieren, die in bereits abgelaufenen Stellenanzeigen an die Bewerber gestellt wurden. Diese Forschungsarbeit beschäftigt sich daher zunächst mit der Identifizierung von Kompetenzen aus aktuellen und vergangenen Stellenbeschreibungen, um auf deren Basis mögliche zukünftige Kompetenzen ermitteln zu können. <br>Dafür wird zunächst ein gemeinsames Begriffsverständnis zwischen Leser und Autor geschaffen. Es werden die Begriffe Data Mining, Machine Learning und Kompetenz geklärt. Anschließend werden die notwendigen Arbeitsschritte erläutert, die für die Prognose der zukünftig notwendigen Kompetenzen nötig waren. Dazu gehören die Vorverarbeitung des vorliegenden Datensatzes sowie die Datenverarbeitung. Um eine möglichst genaue Prognose liefern zu können wird aus einem von zwei vorgestellten Machine Learning Modellen gewählt, auf dessen Basis dann die Vorhersage erfolgt. 
12.02.19;12.07.19;2019;extern;Bachelor;EN;Development of a distributed cloud-based system for crawling public real estate relevant data for a large German real estate portal;The purpose of this thesis is to conceive and implement a distributed web crawler information in cooperation with the company Immowelt AG. This web crawler is applied in the information retrieval stage to collect real estate information  such as building permissions from official journals published by city councils<br>This web crawler should perform better in terms of crawling quantity and quality comparing to the traditional single-thread crawler. This can be realized with the use of various technologies on the cloud platform such as as Amazon Web Services (AWS). Furthermore, the use of container technologies should be utilized to increase the flexibility of continuous deploy and scaling of the web crawler.<br>
14.02.19;11.10.19;2019;intern;Master;DE;Modellierung einer Customer-Journey-Map für die Informatik Fakultät der Technischen Hochschule Nürnberg  Georg Simon Ohm;Die Laufbahn eines Studierenden hat viele unterschiedliche Abschnitte. Schon in der Phase der Suche nach einem Studienplatz hat ein künftiger Studierender Berührungspunkte mit einer Hochschule oder Universität. Ziel dieser Masterarbeit ist die Modellierung einer Customer-Journey-Map für die Informatik Fakultät der TH Nürnberg. Hierzu wird zunächst der Student Lifecycle der Studierenden ausgearbeitet. Anschließend werden die Aktivitäten, Erwartungen und Berührungspunkte der Studierenden mit der TH Nürnberg identifiziert und abgebildet. Die jeweiligen Aktivitäten und Erwartungen sind stets aus der Sicht des Studierenden zu betrachten. Mithilfe der Customer Journey werden diese Berührungspunkte analysiert. Schwachstellen in den sogenannten Touchpoints werden dokumentiert und mögliche Verbesserungsvorschläge ausgearbeitet.
